target,text
SALARY,INB-BULK-UPLD/138874332884/SALARY/DEC/2022/Dec
BANK_TRANSFER,UPI/P2A/995160258046/Brittany Mckee/State Bank/UPI
MERCHENT,UPI/P2M/736560837775/Angela Tran/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/379755062514/SALARY/JAN/2022/Jan
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/119847600331/Jessica Avila/Axis Bank/UPI
MERCHENT,UPI/P2M/393356383105/Shannon Hogan/Axis Bank
SALARY,INB-BULK-UPLD/256200249663/SALARY/DEC/2023/Dec
BANK_TRANSFER,UPI/P2A/348057819708/Larry Harris/State Bank/UPI
BANK_TRANSFER,UPI/P2A/777605880038/Christine Harris/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/140422327999/SALARY/JUN/2023/Jun
BANK_TRANSFER,UPI/P2A/354660756331/Pam Pearson/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/194017629976/David Porter/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/906085015642/Catherine Mckee/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/412141988212/SALARY/MAR/2022/Mar
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/322012668823/Ricky Bell/HDFC Bank
BANK_TRANSFER,UPI/P2A/759412556791/William Morales/State Bank/UPI
MERCHENT,UPI/P2M/912807836555/Daniel Hendricks/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/961833197024/Samuel Grant/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/259810751554/SALARY/OCT/2022/Oct
MERCHENT,UPI/P2M/680544320651/Derek Gilmore/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/345804824474/Matthew Saunders/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/150152382320/SALARY/FEB/2022/Feb
SALARY,INB-BULK-UPLD/558235824189/SALARY/FEB/2022/Feb
SALARY,INB-BULK-UPLD/523429472918/SALARY/OCT/2021/Oct
MERCHENT,UPI/P2M/404371159879/Jose Taylor/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/469883640702/SALARY/APR/2022/Apr
SALARY,INB-BULK-UPLD/283827112904/SALARY/MAY/2023/May
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/689948801245/SALARY/AUG/2022/Aug
BANK_TRANSFER,UPI/P2A/604054288413/Marc Ellis/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/505168681900/SALARY/DEC/2022/Dec
BANK_TRANSFER,UPI/P2A/298231728747/Justin Jensen/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/807279059842/Debra Nguyen/HDFC Bank
MERCHENT,UPI/P2M/624911038413/James Kim/Yes Bank
BANK_TRANSFER,UPI/P2A/234500459942/Hunter Cortez/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/163006071033/SALARY/JUL/2021/Jul
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/624746681898/David Miller/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/326636822438/Alexis Andrews/State Bank/UPI
BANK_TRANSFER,UPI/P2A/899808167704/Joan Martinez/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/603157846656/SALARY/APR/2021/Apr
BANK_TRANSFER,UPI/P2A/747563369534/Kaitlyn Gonzales/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/751130704082/George Hernandez/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/174582614841/SALARY/MAY/2023/May
SALARY,INB-BULK-UPLD/596534575771/SALARY/AUG/2023/Aug
BANK_TRANSFER,UPI/P2A/455947476942/Jose Johnson/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/854184421038/Mary Barnes/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/793989619047/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/350166590699/David Mcgee/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/767370689346/SALARY/OCT/2022/Oct
MERCHENT,UPI/P2M/143239324184/Samantha Hernandez/Yes Bank
BANK_TRANSFER,UPI/P2A/256853363805/Shelia Dean/State Bank/UPI
SALARY,INB-BULK-UPLD/739771614003/SALARY/APR/2021/Apr
SALARY,INB-BULK-UPLD/205670049342/SALARY/FEB/2023/Feb
SALARY,INB-BULK-UPLD/821901606622/SALARY/OCT/2020/Oct
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/583850258295/Heather Hopkins/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/295194867005/SALARY/SEP/2022/Sep
SALARY,INB-BULK-UPLD/591498391370/SALARY/MAR/2020/Mar
MERCHENT,UPI/P2M/503653749670/Christine Howard/HDFC Bank
MERCHENT,UPI/P2M/107913484929/Carolyn Chen/ICICI Bank
BANK_TRANSFER,UPI/P2A/986882701152/Joseph Hodges/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/820648430786/Tammy Hunter/Yes Bank/UPI
MERCHENT,UPI/P2M/574541657504/Dale Marsh/Yes Bank
SALARY,INB-BULK-UPLD/939700017858/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/475318636664/Heather Morrow/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/495923673458/Leslie Richards/State Bank
MERCHENT,UPI/P2M/931862358029/Sarah Charles/Axis Bank
BANK_TRANSFER,UPI/P2A/300565578452/Roy Graham/State Bank/UPI
MERCHENT,UPI/P2M/591916761575/Amy Steele/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/806785090562/Brian Chandler/Yes Bank
BANK_TRANSFER,UPI/P2A/287693480759/Danielle Santana/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/577923138805/Robert Pugh/Fedral Bank
BANK_TRANSFER,UPI/P2A/500841132044/Philip Thompson/ICICI Bank/UPI
MERCHENT,UPI/P2M/387232899062/Sandy Jacobs/Yes Bank
MERCHENT,UPI/P2M/531778743504/Stephanie Brown/State Bank
MERCHENT,UPI/P2M/948155601946/Tyler Tucker/ICICI Bank
BANK_TRANSFER,UPI/P2A/834775970393/Deborah Sherman/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/475965964165/Morgan Gonzalez/Yes Bank
MERCHENT,UPI/P2M/261101984438/Johnny Simpson/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/953538176480/Kiara Haley/Axis Bank
BANK_TRANSFER,UPI/P2A/377697785631/Natalie Wright/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/853458852852/SALARY/NOV/2020/Nov
BANK_TRANSFER,UPI/P2A/379911521695/Peter Golden/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/446660396555/Ronnie Ray/Axis Bank/UPI
SALARY,INB-BULK-UPLD/804402379621/SALARY/NOV/2023/Nov
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/670199489888/Kenneth Fleming/Yes Bank/UPI
SALARY,INB-BULK-UPLD/632322792543/SALARY/NOV/2021/Nov
BANK_TRANSFER,UPI/P2A/669898713726/Monica Blair/Yes Bank/UPI
MERCHENT,UPI/P2M/261753563754/Katherine Adams/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/578143789496/Matthew Miller/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/615675961200/Dalton Cabrera/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/652431397041/SALARY/DEC/2022/Dec
SALARY,INB-BULK-UPLD/792459609570/SALARY/OCT/2021/Oct
MERCHENT,UPI/P2M/574916250382/David Rush/State Bank
BANK_TRANSFER,UPI/P2A/443298405213/Maria Mcknight/Yes Bank/UPI
MERCHENT,UPI/P2M/518081552473/Jeffrey Sweeney/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/606750344484/SALARY/JAN/2021/Jan
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/630683554217/Daniel Jimenez/ICICI Bank/UPI
MERCHENT,UPI/P2M/606381170848/Cody Gonzales/Fedral Bank
BANK_TRANSFER,UPI/P2A/671997177457/Nina Jimenez DDS/Yes Bank/UPI
SALARY,INB-BULK-UPLD/805020715302/SALARY/JAN/2022/Jan
BANK_TRANSFER,UPI/P2A/996123328267/Jeremy Brown/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/814984107062/Michelle Bowman/Fedral Bank
SALARY,INB-BULK-UPLD/671494438346/SALARY/JUN/2021/Jun
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/736794626959/Mallory Barrett/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/146616067165/Thomas Wang/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/925467056400/SALARY/FEB/2023/Feb
MERCHENT,UPI/P2M/256549237906/Riley Gallagher/HDFC Bank
BANK_TRANSFER,UPI/P2A/664493770031/Dr. Douglas Taylor DDS/State Bank/UPI
BANK_TRANSFER,UPI/P2A/131352003724/Shannon Delgado/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/898456817714/Ronald Jordan/Yes Bank/UPI
MERCHENT,UPI/P2M/447958334849/Brandon Curtis/State Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/628104577799/SALARY/MAR/2022/Mar
BANK_TRANSFER,UPI/P2A/289291648933/Lindsay Monroe/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/619329450740/Marc Diaz/ICICI Bank/UPI
MERCHENT,UPI/P2M/939282393741/Robert Torres/Axis Bank
BANK_TRANSFER,UPI/P2A/110720798916/Steve Peterson/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/848513885376/SALARY/SEP/2020/Sep
BANK_TRANSFER,UPI/P2A/948968022240/Melissa Curtis/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/131457694502/SALARY/MAR/2021/Mar
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/694285025131/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/298044181844/Jacqueline Jones/Yes Bank
MERCHENT,UPI/P2M/426518082490/Rodney Hale/Yes Bank
MERCHENT,UPI/P2M/434586243462/Patrick Robinson/HDFC Bank
SALARY,INB-BULK-UPLD/457451463377/SALARY/MAY/2021/May
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/609699895218/SALARY/JUL/2022/Jul
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/784606756104/SALARY/DEC/2020/Dec
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/995281938432/Chad Nelson/State Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/582047464208/SALARY/NOV/2020/Nov
BANK_TRANSFER,UPI/P2A/887636591861/Isaac Freeman/Axis Bank/UPI
SALARY,INB-BULK-UPLD/181198713492/SALARY/SEP/2020/Sep
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/752558213903/Matthew Anderson/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/839864351800/Tyler Johnson/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/793123661780/Ann Flynn/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/729515409286/Hayley Hill/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/213968552203/Jennifer Daniels/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/986744312625/SALARY/NOV/2021/Nov
BANK_TRANSFER,UPI/P2A/648978288418/Jacob Nguyen/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/330634397891/Kelly Byrd/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/979696773680/Randy Good/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/946188910316/SALARY/FEB/2023/Feb
SALARY,INB-BULK-UPLD/862854450594/SALARY/DEC/2023/Dec
SALARY,INB-BULK-UPLD/909780353641/SALARY/JAN/2021/Jan
MERCHENT,UPI/P2M/433424979035/Marco Terry/State Bank
SALARY,INB-BULK-UPLD/747635091774/SALARY/JUN/2022/Jun
MERCHENT,UPI/P2M/869545302326/Sara Evans/ICICI Bank
SALARY,INB-BULK-UPLD/797496368579/SALARY/SEP/2022/Sep
BANK_TRANSFER,UPI/P2A/422024770068/Monica Johnston/Axis Bank/UPI
SALARY,INB-BULK-UPLD/307258911849/SALARY/JUL/2020/Jul
MERCHENT,UPI/P2M/328763089179/Joseph Caldwell/HDFC Bank
MERCHENT,UPI/P2M/756023875276/Elizabeth Rosario/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/441381600806/Keith Garcia/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/517156807368/Daniel Peterson/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/151487809193/Michael Johnson/Yes Bank/UPI
SALARY,INB-BULK-UPLD/483454456492/SALARY/APR/2021/Apr
BANK_TRANSFER,UPI/P2A/946207194015/Rose Oconnor/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/777953319403/Angela Roman/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/625665238244/Joshua Hamilton/Axis Bank
SALARY,INB-BULK-UPLD/136365182332/SALARY/APR/2023/Apr
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/384460603206/Steven Jackson/Yes Bank
BANK_TRANSFER,UPI/P2A/423470723134/Susan Smith/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/664060475418/SALARY/DEC/2020/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/120633861053/SALARY/FEB/2022/Feb
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/722790223142/Maxwell Smith/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/629459738765/SALARY/JUN/2021/Jun
MERCHENT,UPI/P2M/632927858888/Lori Wu PhD/ICICI Bank
MERCHENT,UPI/P2M/361191109826/Maria Santos/State Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/117871566375/SALARY/AUG/2022/Aug
MERCHENT,UPI/P2M/874382448756/Lauren Mcgee/ICICI Bank
MERCHENT,UPI/P2M/453586435345/Shannon Ali/Axis Bank
MERCHENT,UPI/P2M/347928532187/Hannah Davis/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/306428578933/SALARY/JAN/2021/Jan
MERCHENT,UPI/P2M/652800250057/Carlos Fuller/HDFC Bank
SALARY,INB-BULK-UPLD/559533855896/SALARY/APR/2023/Apr
SALARY,INB-BULK-UPLD/255485441337/SALARY/AUG/2022/Aug
SALARY,INB-BULK-UPLD/667421115624/SALARY/NOV/2022/Nov
BANK_TRANSFER,UPI/P2A/655780210220/Jeremy Perez/Fedral Bank/UPI
MERCHENT,UPI/P2M/987697216488/Jennifer Brown/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/925578178305/Heather Davis/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/353341673853/Jessica Shaffer/Yes Bank/UPI
MERCHENT,UPI/P2M/498150334478/Timothy Walker/ICICI Bank
MERCHENT,UPI/P2M/211504274485/Lisa Hunt/State Bank
BANK_TRANSFER,UPI/P2A/917205928250/Tom Garcia/Yes Bank/UPI
MERCHENT,UPI/P2M/453615899731/Anna Burns/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/721502891293/SALARY/AUG/2021/Aug
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/448955771468/SALARY/MAY/2022/May
BANK_TRANSFER,UPI/P2A/512006380972/Russell Morrison/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/746270818978/Elizabeth Rogers/Yes Bank/UPI
SALARY,INB-BULK-UPLD/535486400971/SALARY/JUN/2020/Jun
MERCHENT,UPI/P2M/952249898333/James Davis/State Bank
BANK_TRANSFER,UPI/P2A/326610462286/Eric Warren/State Bank/UPI
SALARY,INB-BULK-UPLD/757842827042/SALARY/MAY/2023/May
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/714764747088/Derrick Miller/Fedral Bank/UPI
MERCHENT,UPI/P2M/361170109734/Anthony Owens/Fedral Bank
BANK_TRANSFER,UPI/P2A/546331567563/Gerald Smith/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/141308341784/SALARY/AUG/2022/Aug
BANK_TRANSFER,UPI/P2A/365924816550/Jesus Knox/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/857784102603/Elaine Torres/Axis Bank/UPI
SALARY,INB-BULK-UPLD/393090180697/SALARY/OCT/2023/Oct
SALARY,INB-BULK-UPLD/206220161249/SALARY/JAN/2020/Jan
MERCHENT,UPI/P2M/331268515024/Kathy Reed/Fedral Bank
SALARY,INB-BULK-UPLD/492224161728/SALARY/MAY/2020/May
BANK_TRANSFER,UPI/P2A/832057408737/Kristy Thompson/ICICI Bank/UPI
MERCHENT,UPI/P2M/219555769438/Elizabeth Strickland/Axis Bank
BANK_TRANSFER,UPI/P2A/829457779261/Sarah Price/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/249355406547/Hannah Juarez/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/405173464141/SALARY/JUL/2020/Jul
MERCHENT,UPI/P2M/881851124424/John Walton/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/126784240925/SALARY/MAY/2020/May
SALARY,INB-BULK-UPLD/716271543768/SALARY/SEP/2023/Sep
MERCHENT,UPI/P2M/104882804212/Kenneth Miller/Fedral Bank
MERCHENT,UPI/P2M/337022900546/Gloria Castillo/State Bank
SALARY,INB-BULK-UPLD/528113054231/SALARY/FEB/2023/Feb
MERCHENT,UPI/P2M/313237551302/Madison Young/ICICI Bank
BANK_TRANSFER,UPI/P2A/964162029805/Joseph Moore/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/915458881062/SALARY/JUN/2022/Jun
BANK_TRANSFER,UPI/P2A/570009014671/Christopher Kennedy/Axis Bank/UPI
SALARY,INB-BULK-UPLD/955060630938/SALARY/OCT/2021/Oct
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/732942979008/SALARY/JUN/2021/Jun
MERCHENT,UPI/P2M/962148563103/Scott Perry/Fedral Bank
SALARY,INB-BULK-UPLD/722410561853/SALARY/FEB/2021/Feb
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/378919322115/SALARY/JUL/2021/Jul
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/762445191080/Nicholas West/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/239906886518/George Walker/Yes Bank/UPI
SALARY,INB-BULK-UPLD/856744570585/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/538646884579/Carlos Shields/State Bank
BANK_TRANSFER,UPI/P2A/977700448130/Marcus Taylor/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/955434096044/Kelly Jackson/Yes Bank/UPI
SALARY,INB-BULK-UPLD/368198525882/SALARY/APR/2023/Apr
MERCHENT,UPI/P2M/722085919834/Robert Moore/ICICI Bank
SALARY,INB-BULK-UPLD/829111966518/SALARY/FEB/2022/Feb
BANK_TRANSFER,UPI/P2A/233087546990/Emily Mosley/ICICI Bank/UPI
MERCHENT,UPI/P2M/871846532434/Eric Palmer/State Bank
MERCHENT,UPI/P2M/949323850859/Leslie Rodriguez/Fedral Bank
BANK_TRANSFER,UPI/P2A/776223891851/James Thompson/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/896510788948/Anthony Benson/State Bank/UPI
BANK_TRANSFER,UPI/P2A/276751509366/Margaret Beard/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/877799836324/SALARY/AUG/2021/Aug
BANK_TRANSFER,UPI/P2A/902191859629/Edward Lopez/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/141943802147/Jennifer Allen/Axis Bank/UPI
SALARY,INB-BULK-UPLD/602678838447/SALARY/NOV/2020/Nov
MERCHENT,UPI/P2M/251137990224/James Hanson/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/429274067546/SALARY/NOV/2020/Nov
BANK_TRANSFER,UPI/P2A/477547498733/Jessica Medina/State Bank/UPI
SALARY,INB-BULK-UPLD/558291195002/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/219647440875/Christopher Simpson/Yes Bank/UPI
MERCHENT,UPI/P2M/507400022125/Damon Bryant/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/736876851298/SALARY/NOV/2021/Nov
MERCHENT,UPI/P2M/280218612601/Veronica Rojas/Fedral Bank
SALARY,INB-BULK-UPLD/134514084342/SALARY/JUL/2020/Jul
BANK_TRANSFER,UPI/P2A/534966829420/Joshua Santiago/Fedral Bank/UPI
MERCHENT,UPI/P2M/856906576673/Melissa White/ICICI Bank
SALARY,INB-BULK-UPLD/315767020786/SALARY/AUG/2022/Aug
SALARY,INB-BULK-UPLD/964099780536/SALARY/MAY/2023/May
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/993921729676/Karen Wells/State Bank
SALARY,INB-BULK-UPLD/991762273667/SALARY/NOV/2021/Nov
MERCHENT,UPI/P2M/711178474749/Mr. Samuel Mcdonald PhD/Axis Bank
BANK_TRANSFER,UPI/P2A/202747576118/Debbie Reeves/State Bank/UPI
MERCHENT,UPI/P2M/144713636219/Sean Ellis/Yes Bank
MERCHENT,UPI/P2M/693927878586/Christopher Ramirez/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/856057554470/Tony Hill/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/777615661452/SALARY/MAY/2020/May
MERCHENT,UPI/P2M/429933672200/Michael Peck/Fedral Bank
SALARY,INB-BULK-UPLD/341078123412/SALARY/SEP/2023/Sep
SALARY,INB-BULK-UPLD/129500709392/SALARY/NOV/2021/Nov
SALARY,INB-BULK-UPLD/636503775153/SALARY/APR/2023/Apr
BANK_TRANSFER,UPI/P2A/259785444651/Mitchell Baker/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/969316073673/Kent Green/ICICI Bank/UPI
MERCHENT,UPI/P2M/198273350995/Kevin Ryan/State Bank
MERCHENT,UPI/P2M/296400670568/Crystal Johnson/Axis Bank
MERCHENT,UPI/P2M/607263655688/Erin Kirby/ICICI Bank
BANK_TRANSFER,UPI/P2A/836525486848/Tara Jackson/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/364670667042/Devin Houston/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/162965080964/Mr. Alejandro Sweeney MD/Yes Bank/UPI
MERCHENT,UPI/P2M/909493321274/Shawn Bond/Yes Bank
BANK_TRANSFER,UPI/P2A/580648857778/Paul Gray/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/426341299761/SALARY/JAN/2021/Jan
SALARY,INB-BULK-UPLD/535011074739/SALARY/JUL/2022/Jul
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/512400006583/Andrea Little/ICICI Bank
MERCHENT,UPI/P2M/262898127395/Kyle Griffin/HDFC Bank
MERCHENT,UPI/P2M/433690961951/Stephanie Sanchez/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/989362212011/Charles Thomas/Axis Bank
MERCHENT,UPI/P2M/404446922830/Steven White/Yes Bank
BANK_TRANSFER,UPI/P2A/721941774038/Mindy Robinson/ICICI Bank/UPI
MERCHENT,UPI/P2M/296178813656/Samantha Benjamin/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/529410013083/SALARY/DEC/2021/Dec
BANK_TRANSFER,UPI/P2A/819020519628/Chelsea Smith/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/709656353324/SALARY/JUN/2023/Jun
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/358854589384/Christopher Santana/State Bank
MERCHENT,UPI/P2M/659430433538/Lee Mccoy/Axis Bank
SALARY,INB-BULK-UPLD/658062377271/SALARY/JUN/2020/Jun
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/982799396874/SALARY/DEC/2023/Dec
MERCHENT,UPI/P2M/338687260317/Leah Meyer/State Bank
BANK_TRANSFER,UPI/P2A/449842266148/Anthony Edwards/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/193114110456/Latasha Cox/HDFC Bank
SALARY,INB-BULK-UPLD/280219890846/SALARY/AUG/2021/Aug
SALARY,INB-BULK-UPLD/363789553802/SALARY/JUN/2021/Jun
MUTUAL_FUND,NACH-DR- GROWW
